address,price_in_dollars,number_of_bedrooms,number_of_baths,area in sq.meter,city,state
8262 Persia Way S,439900,3.0,3.0,160.44221479004088,Nashville,Tennessee
4641 Mountainview Dr,684999,4.0,3.0,265.7004830917875,Nashville,Tennessee
900 20th Ave S 1002,1375000,2.0,2.0,169.5466369379413,Nashville,Tennessee
9418 Highway 100,399900,3.0,2.0,157.56224451876628,Nashville,Tennessee
500 Landmark Ct,465000,2.0,3.0,161.5570419918246,Nashville,Tennessee
600 12th Ave S 1501,1299999,2.0,2.0,116.12783351913788,Nashville,Tennessee
1109 N 2nd St,375000,2.0,1.0,114.64139725009291,Nashville,Tennessee
6149 Mt Pisgah Rd,1290000,4.0,4.0,293.1995540691193,Nashville,Tennessee
3041 Runabout Dr,550000,9.0,4.0,351.6350798959495,Nashville,Tennessee
929 Taylor Merritt Ct,445000,3.0,2.0,110.36789297658864,Nashville,Tennessee
525 Foundry Dr,419000,3.0,1.0,,Nashville,Tennessee
655 Hicks Rd,381000,3.0,2.0,148.64362690449647,Nashville,Tennessee
6008 Hill Circle Drive,1575000,4.0,5.0,312.7090301003345,Nashville,Tennessee
203 Polk Ave,714000,3.0,3.0,235.22853957636568,Nashville,Tennessee
4026 Ivy Dr,379900,2.0,1.0,125.13935340022297,Nashville,Tennessee
1936 Deep Woods Trl,499000,4.0,3.0,271.83203270159794,Nashville,Tennessee
1603A Porter Ave,699900,3.0,3.0,193.42251950947605,Nashville,Tennessee
270 Tampa Dr J15,109900,1.0,1.0,67.6328502415459,Nashville,Tennessee
1328 McAlpine Ave,750000,3.0,1.0,138.42437755481234,Nashville,Tennessee
6048 Deal Ave,279900,2.0,2.0,83.61204013377927,Nashville,Tennessee
1015 Aladdin Dr,299900,2.0,2.0,105.07246376811595,Nashville,Tennessee
4718 Briarwood Dr,1399900,5.0,4.0,311.1296915644742,Nashville,Tennessee
730 29th Ave N,365000,1.0,1.0,128.2051282051282,Nashville,Tennessee
3911 Albert Dr,3690000,5.0,6.0,505.29542920847274,Nashville,Tennessee
4958 Edmondson Pike 8,204000,2.0,2.0,105.35117056856188,Nashville,Tennessee
2056 Creekland View Blvd,419990,3.0,3.0,191.00706057227796,Nashville,Tennessee
4689 Ridge Bend Dr,380770,3.0,3.0,130.06317354143442,Nashville,Tennessee
2807B Meadow Rose,799000,4.0,3.0,209.21590486807878,Nashville,Tennessee
4515 Skywood Ln,377590,3.0,3.0,130.06317354143442,Nashville,Tennessee
4517 Skywood Ln,375090,3.0,3.0,130.06317354143442,Nashville,Tennessee
4508 Skywood Ln,371090,3.0,3.0,130.06317354143442,Nashville,Tennessee
4695 Ridge Bend Dr,381770,3.0,3.0,130.06317354143442,Nashville,Tennessee
5612 Morrow Rd,339999,2.0,1.0,102.19249349684132,Nashville,Tennessee
2256 Creekland View Blvd,429990,4.0,3.0,209.58751393534004,Nashville,Tennessee
1649 Creekland View Blvd,399990,3.0,2.0,153.1958379784467,Nashville,Tennessee
2000 Creekland View Blvd,414990,3.0,3.0,185.8045336306206,Nashville,Tennessee
1765 Creekland View Blvd,404990,3.0,2.0,163.9725009290227,Nashville,Tennessee
940 Gale Ln 101,515000,2.0,3.0,133.5934596804162,Nashville,Tennessee
432 Murfreesboro Pike 103,199900,1.0,1.0,42.920847268673356,Nashville,Tennessee
4600 Georgia Ave,600000,1.0,1.0,132.94314381270902,Nashville,Tennessee
1130 Thorncrest Rd,410000,3.0,3.0,152.17391304347828,Nashville,Tennessee
623B James Ave,739900,3.0,3.0,185.61872909698997,Nashville,Tennessee
1808 12th Ave N B,650000,3.0,4.0,182.83166109253068,Nashville,Tennessee
274 Clovernook Dr,364000,3.0,2.0,143.99851356373097,Nashville,Tennessee
160 2nd Ave S 4001,11000000,3.0,5.0,368.8219992567819,Nashville,Tennessee
1319 6th Ave N,1200000,2.0,1.0,145.20624303233,Nashville,Tennessee
2601 Sunset Pl,890000,3.0,3.0,172.3337049424006,Nashville,Tennessee
3437 White Pine Dr,375000,3.0,2.0,119.84392419175029,Nashville,Tennessee
2420 Gardner Ln,499000,2.0,1.0,89.74358974358975,Nashville,Tennessee
667 Huntington Pkwy,359000,3.0,2.0,180.5091044221479,Nashville,Tennessee
2419 Eden St,315000,2.0,3.0,138.0527684875511,Nashville,Tennessee
4317 Skyridge Dr,470230,4.0,3.0,179.6729840208101,Nashville,Tennessee
233 Brevard Ct 233,288000,4.0,2.0,142.6978818283166,Nashville,Tennessee
1710 Pecan Street A,600000,4.0,3.0,208.65849126718695,Nashville,Tennessee
7204 S Colony Dr,539900,3.0,3.0,254.55221107395022,Nashville,Tennessee
109 Porter Ter,425000,2.0,3.0,105.35117056856188,Nashville,Tennessee
600 12th Ave S 2012,550000,1.0,1.0,59.08584169453735,Nashville,Tennessee
3371 Mimosa Dr,625000,3.0,3.0,244.79747305834263,Nashville,Tennessee
3227 W End Cir,319000,2.0,1.0,90.30100334448161,Nashville,Tennessee
920 South Street 409,750000,1.0,1.0,74.13600891861762,Nashville,Tennessee
4325 Ashland City Hwy 1,395000,3.0,3.0,141.02564102564102,Nashville,Tennessee
140 Academy Sq,479500,2.0,2.0,103.12151616499443,Nashville,Tennessee
500 Paragon Mills Rd M16,199900,2.0,1.0,89.18617614269789,Nashville,Tennessee
3325 William Bailey Dr,449900,3.0,3.0,195.28056484578224,Nashville,Tennessee
1980 Loney Dr,494900,3.0,2.0,170.5685618729097,Nashville,Tennessee
239 Rep John Lewis Way N 308,335900,1.0,1.0,64.1025641025641,Nashville,Tennessee
1045 Harold Dr,164999,1.0,1.0,86.39910813823857,Nashville,Tennessee
7470 Charlotte Pike #1,310000,2.0,3.0,107.30211817168339,Nashville,Tennessee
255 Stonecrest Circle 119,599900,2.0,4.0,187.38387216648087,Nashville,Tennessee
4487 Post Pl 139,420000,2.0,2.0,132.29282794500187,Nashville,Tennessee
411 32nd Ave S,850000,,,179.95169082125605,Nashville,Tennessee
1715 21st Ave N,695000,4.0,3.0,246.84132292827945,Nashville,Tennessee
2521 Clifton Ave 302,450000,1.0,1.0,61.78000743218135,Nashville,Tennessee
2315 Shadow Ln,499000,3.0,2.0,128.2051282051282,Nashville,Tennessee
110 Lewis St,299000,4.0,2.0,149.94425863991083,Nashville,Tennessee
322 Yorkshire Cir,325000,2.0,2.0,109.34596804162022,Nashville,Tennessee
2305 Lloyd Ave,3000000,3.0,2.0,171.21887774061688,Nashville,Tennessee
415 Church St 2201,1200000,2.0,2.0,136.1018208844296,Nashville,Tennessee
700 Church St 402,449900,1.0,1.0,69.86250464511335,Nashville,Tennessee
2934 Ironwood Dr,410000,3.0,2.0,120.40133779264215,Nashville,Tennessee
3227 Lakeland Dr,400000,3.0,2.0,146.32107023411373,Nashville,Tennessee
1012 Rodney Dr,700000,4.0,2.0,188.03418803418805,Nashville,Tennessee
315 Joyner Ave,649000,4.0,3.0,197.88182831661095,Nashville,Tennessee
460 Summit Oaks Dr,480000,4.0,4.0,279.0784095131921,Nashville,Tennessee
348 Blackman Rd,749900,4.0,3.0,278.428093645485,Nashville,Tennessee
1212 Laurel St 1506,690000,1.0,1.0,78.13080639167596,Nashville,Tennessee
1706 18th Ave S 110,430000,1.0,2.0,75.06503158677071,Nashville,Tennessee
805 Cherokee Ave,469900,2.0,3.0,102.19249349684132,Nashville,Tennessee
415 Church St 1709,600000,1.0,1.0,58.90003716090673,Nashville,Tennessee
2610 Meharry Blvd B,675000,3.0,3.0,191.75027870680046,Nashville,Tennessee
1904 Blair Blvd,2600000,6.0,6.0,445.93088071348944,Nashville,Tennessee
6612 Fleetwood Dr,795000,2.0,1.0,131.17800074321815,Nashville,Tennessee
511B Haynes St,425000,3.0,3.0,128.1122259383129,Nashville,Tennessee
3853 Faulkner Dr,428000,3.0,3.0,150.87328130806392,Nashville,Tennessee
1003 Kipling Dr,389900,4.0,2.0,128.48383500557415,Nashville,Tennessee
208 Vaughns Gap Rd,1200000,4.0,5.0,331.19658119658123,Nashville,Tennessee
4114 Elder Pl,2250000,4.0,6.0,439.70642883686367,Nashville,Tennessee
624 Westview Ave,4390000,5.0,7.0,752.97287253809,Nashville,Tennessee
1541 Bending River Drive,505000,3.0,2.0,181.1594202898551,Nashville,Tennessee
903B Potter Ln,1099900,4.0,4.0,253.06577480490526,Nashville,Tennessee
209 Paragon Mills Rd,325000,3.0,1.0,95.22482348569305,Nashville,Tennessee
4487 Post Pl 170,479900,3.0,3.0,189.70642883686364,Nashville,Tennessee
2842 McGavock Pike,796000,5.0,4.0,258.9186176142698,Nashville,Tennessee
358 Huntington Ridge Dr,312000,3.0,2.0,131.9212188777406,Nashville,Tennessee
5028 Franklin Pike,5800000,7.0,12.0,1094.2028985507247,Nashville,Tennessee
513 Saint Jules Ln,359900,2.0,3.0,137.3095503530286,Nashville,Tennessee
614 Westview Ave,3750000,5.0,6.0,576.8301746562616,Nashville,Tennessee
2009 Jones Cir,479000,4.0,2.0,179.85878855444074,Nashville,Tennessee
110 31st Avenue N 401,999900,3.0,3.0,232.627276105537,Nashville,Tennessee
4011 Havendale Dr,445000,4.0,3.0,233.92790784095132,Nashville,Tennessee
1113 Howard Ave,616000,4.0,5.0,229.74730583426236,Nashville,Tennessee
808 Shelby Ave B,1125000,4.0,5.0,325.25083612040135,Nashville,Tennessee
4521 Winfield Dr,699900,3.0,3.0,292.45633593459684,Nashville,Tennessee
859 Summerly Dr,740000,4.0,3.0,196.76700111482722,Nashville,Tennessee
707 Tral St,659000,3.0,4.0,198.81085098476404,Nashville,Tennessee
6313 Robertson Ave,499000,1.0,1.0,139.35340022296546,Nashville,Tennessee
6311 Robertson Ave,499000,1.0,1.0,139.35340022296546,Nashville,Tennessee
1903 Manchester Drive,589900,4.0,3.0,157.09773318468973,Nashville,Tennessee
3107 Vanderbilt Pl,1375000,3.0,4.0,255.4812337421033,Nashville,Tennessee
1100 Joseph Ave,800000,5.0,3.0,339.65068747677446,Nashville,Tennessee
5744 Laura Hill Rd,2499000,3.0,3.0,291.3415087328131,Nashville,Tennessee
139 Holly Frst,360000,3.0,3.0,174.19175027870682,Nashville,Tennessee
90 Lutie St,700000,4.0,4.0,261.05536975102194,Nashville,Tennessee
20 Rutledge St 709,1200000,3.0,3.0,157.00483091787441,Nashville,Tennessee
15 S 13th Street,1590000,3.0,4.0,249.8141954663694,Nashville,Tennessee
600 12th Ave S 1101,1079000,2.0,2.0,116.12783351913788,Nashville,Tennessee
2842 Lake Forest Dr,214000,3.0,2.0,128.57673727238947,Nashville,Tennessee
6220 Laredo Ave,425000,3.0,1.0,84.726867335563,Nashville,Tennessee
3612B Woodmont Blvd,4425000,5.0,7.0,789.2976588628763,Nashville,Tennessee
2024 Rosemary Ln,775000,4.0,4.0,230.9550353028614,Nashville,Tennessee
4128 Buenaview Ct,290000,4.0,1.0,114.36269044964698,Nashville,Tennessee
121 Lewis St,625000,4.0,4.0,213.67521367521368,Nashville,Tennessee
1715 Simpkins St,355000,3.0,2.0,94.01709401709402,Nashville,Tennessee
3559 Seneca Forest Dr,299900,3.0,3.0,115.19881085098477,Nashville,Tennessee
4697 Ridge Bend Dr,378270,3.0,3.0,130.06317354143442,Nashville,Tennessee
172 Luna Dr,335000,3.0,1.0,148.45782237086587,Nashville,Tennessee
610 21st Ave N 210,575000,1.0,1.0,56.20587142326273,Nashville,Tennessee
1823 Heiman St,399000,3.0,2.0,119.65811965811966,Nashville,Tennessee
303 Criddle St 312,439900,1.0,1.0,102.19249349684132,Nashville,Tennessee
370 Wallace Rd D3,179900,2.0,1.0,90.30100334448161,Nashville,Tennessee
3305 Leondale Ter,575000,4.0,3.0,325.15793385358603,Nashville,Tennessee
2138B 18th Ave N,720000,4.0,4.0,221.57190635451505,Nashville,Tennessee
821 Clematis Dr,1300000,3.0,2.0,164.43701226309923,Nashville,Tennessee
2822 Blair Blvd,1185000,1.0,1.0,196.20958751393536,Nashville,Tennessee
274 Comroe Rd,365000,3.0,1.0,143.99851356373097,Nashville,Tennessee
212 Summit Ridge Dr,315000,1.0,1.0,66.51802303976217,Nashville,Tennessee
432 Murfreesboro Pike 104,199900,1.0,1.0,42.920847268673356,Nashville,Tennessee
432 Murfreesboro Pike 305,225000,1.0,1.0,42.920847268673356,Nashville,Tennessee
2202A Buena Vista Pk,969900,4.0,5.0,185.34002229654405,Nashville,Tennessee
2202B Buena Vista Pk,959900,4.0,5.0,185.34002229654405,Nashville,Tennessee
1523 Ward Ave,799000,4.0,3.0,217.85581568190264,Nashville,Tennessee
1521 Ward Ave,799000,4.0,3.0,217.85581568190264,Nashville,Tennessee
65 Lindsley Ave 511,575000,1.0,1.0,54.34782608695652,Nashville,Tennessee
432 Murfreesboro Pike 306,217900,1.0,1.0,42.920847268673356,Nashville,Tennessee
116 Five Oaks Dr,254000,2.0,2.0,118.91490152359718,Nashville,Tennessee
2609 Natchez Trce,750000,3.0,1.0,125.4180602006689,Nashville,Tennessee
411 Wilsonia Avenue,1600000,4.0,4.0,484.02081010776664,Nashville,Tennessee
1027 E Trinity Ln 4,775000,3.0,4.0,154.2177629134151,Nashville,Tennessee
245 Cherokee Station Dr,1499000,4.0,4.0,302.5826830174656,Nashville,Tennessee
1108 Overton Lea Rd,5500000,4.0,8.0,675.5852842809365,Nashville,Tennessee
1109 Deerhurst Ct,529000,4.0,3.0,222.7796358231141,Nashville,Tennessee
435 E Trinity Ln,1125000,5.0,2.0,253.62318840579712,Nashville,Tennessee
901 28th Ave N,289900,1.0,1.0,116.3136380527685,Nashville,Tennessee
810 Bellevue Rd 120,245000,2.0,2.0,98.2905982905983,Nashville,Tennessee
432 Murfreesboro Pike 206,204900,1.0,1.0,42.920847268673356,Nashville,Tennessee
1725 S Hamilton Rd,649900,4.0,2.0,204.38498699368265,Nashville,Tennessee
2929B Vaulx,1999900,5.0,5.0,360.9253065774805,Nashville,Tennessee
1357 Crown Point Pl,399990,3.0,3.0,152.82422891118543,Nashville,Tennessee
63 Glenrock Dr,1495000,4.0,4.0,339.0932738758826,Nashville,Tennessee
920 South St 202,599900,1.0,1.0,71.72054998141955,Nashville,Tennessee
1266 Thomas St,950000,3.0,3.0,160.5351170568562,Nashville,Tennessee
2614 Bethwood Dr,358000,4.0,2.0,109.99628390932739,Nashville,Tennessee
2637 Old Matthews Rd,355000,4.0,2.0,147.1571906354515,Nashville,Tennessee
1228F 4th Avenue North,1499900,3.0,3.0,205.40691192865108,Nashville,Tennessee
405 Marshall St Unit 8,619900,3.0,3.0,159.6060943887031,Nashville,Tennessee
405 Marshall St Unit 5,589900,2.0,3.0,157.56224451876628,Nashville,Tennessee
405 Marshall St Unit 2,749900,3.0,4.0,202.43403939056114,Nashville,Tennessee
2509 Vaulx Ln,950000,2.0,1.0,83.9836492010405,Nashville,Tennessee
432 Murfreesboro Pike 307,217900,1.0,1.0,42.920847268673356,Nashville,Tennessee
3183 Parthenon Ave,699900,4.0,1.0,171.49758454106282,Nashville,Tennessee
4514 Granny White Pike,1500000,3.0,3.0,266.0720921590487,Nashville,Tennessee
920 South Street 104,656000,1.0,1.0,66.42512077294687,Nashville,Tennessee
102 Duke St 9,359900,1.0,2.0,92.53065774804905,Nashville,Tennessee
441 Harding Pl H7,179000,2.0,1.0,81.1965811965812,Nashville,Tennessee
1218 Chester Ave,525000,5.0,2.0,196.95280564845783,Nashville,Tennessee
432 Murfreesboro Pike 203,209900,1.0,1.0,42.920847268673356,Nashville,Tennessee
910 Youngs Lane 4,699900,3.0,4.0,181.99554069119287,Nashville,Tennessee
910 Youngs Lane 3,699900,3.0,4.0,181.99554069119287,Nashville,Tennessee
801 Foster Hl,1995000,5.0,5.0,448.43924191750284,Nashville,Tennessee
8710 Gauphin Pl,455900,3.0,3.0,152.91713117800074,Nashville,Tennessee
6600 Cabot Drive,575000,1.0,1.0,233.37049424005946,Nashville,Tennessee
515 Church St #3203,465000,1.0,1.0,59.45745076179859,Nashville,Tennessee
3102 Curtis St B,1249996,3.0,4.0,299.4240059457451,Nashville,Tennessee
2411 Crestmoor Rd Apt 105,1050000,2.0,2.0,192.49349684132295,Nashville,Tennessee
2401 Valley Brook Rd,6695000,5.0,7.0,755.388331475288,Nashville,Tennessee
3109 Anderson Pl,594000,3.0,3.0,179.85878855444074,Nashville,Tennessee
515 Church St 3902,565000,1.0,1.0,65.40319583797844,Nashville,Tennessee
525 Stacy Square Ter,318000,2.0,2.0,130.06317354143442,Nashville,Tennessee
31 Annandale,5250000,5.0,11.0,761.7985878855444,Nashville,Tennessee
112 Donald St,565000,3.0,3.0,192.49349684132295,Nashville,Tennessee
3067 Casa Dr,259900,2.0,2.0,130.06317354143442,Nashville,Tennessee
515 Church Street #3506,1450000,2.0,2.0,97.82608695652175,Nashville,Tennessee
125 Postwood Pl,1279000,4.0,4.0,291.62021553325906,Nashville,Tennessee
515 Church Street #3506 3506,1450000,2.0,2.0,97.82608695652175,Nashville,Tennessee
2111 Natchez Trce,1849000,5.0,6.0,400.31586770717206,Nashville,Tennessee
1316 Morton Mill Ct,534000,4.0,3.0,253.62318840579712,Nashville,Tennessee
2408 Alameda Street,400000,2.0,1.0,68.37606837606837,Nashville,Tennessee
117B 46th Ave N,1925000,4.0,5.0,337.14232627276107,Nashville,Tennessee
500 Madison St 107,750000,2.0,2.0,103.49312523225568,Nashville,Tennessee
441 Harding Pl C2,179900,2.0,2.0,89.18617614269789,Nashville,Tennessee
516 Phipps Dr,215000,3.0,2.0,95.87513935340023,Nashville,Tennessee
907 Carolyn Ave B,724900,4.0,3.0,225.93831289483464,Nashville,Tennessee
905 N 12th St,995000,1.0,1.0,125.4180602006689,Nashville,Tennessee
420 E Bend Dr B,699000,4.0,3.0,177.44332961724268,Nashville,Tennessee
420 E Bend Dr A,699000,4.0,3.0,177.44332961724268,Nashville,Tennessee
2603 Pennington Ave B,269955,2.0,2.0,89.18617614269789,Nashville,Tennessee
2603 Pennington Ave A,267955,2.0,2.0,89.18617614269789,Nashville,Tennessee
4345 Skyridge Dr,455870,3.0,2.0,131.9212188777406,Nashville,Tennessee
1604 Lischey Ave,699900,4.0,2.0,192.49349684132295,Nashville,Tennessee
1032 Herman St,965000,1.0,1.0,148.45782237086587,Nashville,Tennessee
900 19th Ave S 210,349900,1.0,1.0,51.09624674842066,Nashville,Tennessee
1042 Battery Ln B,2495000,6.0,7.0,515.5146785581569,Nashville,Tennessee
824 Templeton Dr,850000,3.0,2.0,198.16053511705687,Nashville,Tennessee
1525 Riverside Dr,795000,1.0,1.0,334.726867335563,Nashville,Tennessee
4005 Utah Ave,1999000,4.0,6.0,339.46488294314383,Nashville,Tennessee
4012B Wallace,4699000,6.0,9.0,696.5811965811967,Nashville,Tennessee
2815 Acklen Avenue,1300000,1.0,3.0,204.38498699368265,Nashville,Tennessee
1253 Sunnymeade Dr,49900,,,,Nashville,Tennessee
506 Arrington St,385000,3.0,2.0,93.64548494983278,Nashville,Tennessee
1701 Westchester Dr,60000,,,,Nashville,Tennessee
6320 Columbia Ave,549000,3.0,2.0,182.73875882571537,Nashville,Tennessee
1808 State St 307,299900,2.0,2.0,74.32181345224824,Nashville,Tennessee
2102 Scovel St,850000,1.0,1.0,380.527684875511,Nashville,Tennessee
917 Winthorne Dr,569900,1.0,1.0,219.156447417317,Nashville,Tennessee
412 Veritas St,299900,4.0,2.0,166.8524712002973,Nashville,Tennessee
415 Lellyett Ave,824900,3.0,4.0,198.16053511705687,Nashville,Tennessee
419 Lellyett Ave,824900,3.0,4.0,198.16053511705687,Nashville,Tennessee
417 Lellyett Ave,824900,3.0,4.0,198.16053511705687,Nashville,Tennessee
413 Lellyett Ave,749900,3.0,4.0,179.6729840208101,Nashville,Tennessee
409 Lellyett Ave,749900,3.0,4.0,179.6729840208101,Nashville,Tennessee
411 Lellyett Ave,749900,3.0,4.0,179.6729840208101,Nashville,Tennessee
407 Lellyett Ave,749900,3.0,4.0,179.6729840208101,Nashville,Tennessee
432 Murfreesboro Pike 101,185900,1.0,1.0,37.34671125975474,Nashville,Tennessee
1456 Bell Rd,2750000,1.0,1.0,,Nashville,Tennessee
432 Murfreesboro Pike 105,199900,1.0,1.0,42.920847268673356,Nashville,Tennessee
1228C 4th Avenue North,1895000,4.0,4.0,289.11185432924566,Nashville,Tennessee
2610 Delk Ave,275000,2.0,1.0,65.40319583797844,Nashville,Tennessee
4608 Benton Smith Rd,889900,4.0,3.0,293.47826086956525,Nashville,Tennessee
20 Rutledge St 408,1289000,3.0,2.0,163.87959866220737,Nashville,Tennessee
1710 Linden Ave,3100000,5.0,6.0,476.03121516165,Nashville,Tennessee
4632 Sawmill Pl,739900,3.0,3.0,260.12634708286885,Nolensville,Tennessee
7628 Kemberton Dr E,549900,5.0,3.0,216.09067261241177,Nolensville,Tennessee
4650 Robin Lane,819900,4.0,3.0,258.54700854700855,Nolensville,Tennessee
5008 Ozment Dr,814990,4.0,4.0,267.9301374953549,Nolensville,Tennessee
5044 Ozment Dr,874990,4.0,4.0,267.9301374953549,Nolensville,Tennessee
619 Silva Ln,1350000,5.0,7.0,423.9130434782609,Nolensville,Tennessee
2139 Sister Ct,699900,4.0,3.0,227.79635823114086,Nolensville,Tennessee
3022 Ozment Dr,710990,3.0,3.0,205.40691192865108,Nolensville,Tennessee
4040 Rosa Dr,799990,4.0,3.0,236.2504645113341,Nolensville,Tennessee
4025 Rosa Dr,649990,3.0,3.0,194.07283537718322,Nolensville,Tennessee
3030 Ozment Dr,659990,3.0,3.0,205.40691192865108,Nolensville,Tennessee
2385 Orchard St,699000,4.0,3.0,259.19732441471575,Nolensville,Tennessee
1017 Wadeslea Ln,980000,4.0,5.0,343.92419175027874,Nolensville,Tennessee
1523 Winding Creek Dr,355000,2.0,3.0,115.19881085098477,Nolensville,Tennessee
5041 Ozment Dr,989000,5.0,4.0,341.7874396135266,Nolensville,Tennessee
1521 Esplanade Dr,1499900,4.0,5.0,354.3292456335935,Nolensville,Tennessee
2036 Catalina Way,1149000,5.0,4.0,377.74061687105166,Nolensville,Tennessee
6063 Yellowstone Dr,749990,3.0,3.0,231.6982534373839,Nolensville,Tennessee
605 Candleshoe Ct,1149000,4.0,4.0,355.81568190263846,Nolensville,Tennessee
1804 Looking Glass Ln,650000,3.0,3.0,225.38089929394278,Nolensville,Tennessee
2215 Carouth Ct,819900,4.0,3.0,237.17948717948718,Nolensville,Tennessee
1121 Angela Ann Ct,1265900,5.0,6.0,369.1007060572278,Nolensville,Tennessee
1109 Angela Ann Ct,1149900,5.0,4.0,301.189149015236,Nolensville,Tennessee
5032 Ozment Dr,950000,5.0,4.0,341.7874396135266,Nolensville,Tennessee
9721 Clovercroft Rd,995000,3.0,3.0,320.88442958008176,Nolensville,Tennessee
160 Sedona Woods Trl,829000,4.0,3.0,288.6473429951691,Nolensville,Tennessee
2033 Bocage Cir,1124900,4.0,4.0,342.34485321441844,Nolensville,Tennessee
3339 Redmon Hl,749900,4.0,3.0,273.78298030471944,Nolensville,Tennessee
4052 Rosa Dr,737990,4.0,3.0,223.15124489037535,Nolensville,Tennessee
1508 Little Leaf Way,1050000,4.0,4.0,275.5481233742103,Nolensville,Tennessee
631 Mer Rouge Dr,675000,4.0,3.0,185.24712002972873,Nolensville,Tennessee
4048 Rosa Dr,827990,5.0,4.0,267.2798216276477,Nolensville,Tennessee
1035 Magic Mountain Ln,2250000,3.0,4.0,330.63916759568934,Nolensville,Tennessee
4660 Robin Ln,975000,5.0,4.0,325.25083612040135,Nolensville,Tennessee
3216 Saltville Aly,488828,3.0,2.0,148.55072463768116,Nolensville,Tennessee
4645 Genevieve Leigh Drive,1200000,5.0,6.0,388.61018208844297,Nolensville,Tennessee
301 Fishing Ford Ct,849900,4.0,4.0,290.96989966555185,Nolensville,Tennessee
3028 Ballenger Dr,749900,4.0,3.0,265.7933853586028,Nolensville,Tennessee
501 Cedar Brook Ln,689900,4.0,2.0,258.63991081382386,Nolensville,Tennessee
1473 Wolf Creek Dr,1249999,4.0,4.0,368.1716833890747,Nolensville,Tennessee
1003 Flannery Ct,634900,5.0,4.0,317.6328502415459,Nolensville,Tennessee
420 Sweet Fern Dr,949900,4.0,3.0,309.73615756224456,Nolensville,Tennessee
8152 Middlewick Ln,923776,4.0,3.0,318.84057971014494,Nolensville,Tennessee
836 Goswell Dr 4,329900,2.0,2.0,107.3950204384987,Nolensville,Tennessee
4060 Rosa Dr,782790,4.0,3.0,251.85804533630622,Nolensville,Tennessee
4611 Robin Ln,749900,3.0,2.0,222.68673355629878,Nolensville,Tennessee
7167 Nolen Park Cir,825000,5.0,3.0,334.726867335563,Nolensville,Tennessee
108 Cureton Ct,1650000,4.0,4.0,413.8795986622074,Nolensville,Tennessee
234 Belgian Rd,1795000,5.0,5.0,459.58751393534004,Nolensville,Tennessee
555 Great Angelica Way,990900,4.0,4.0,341.6945373467113,Nolensville,Tennessee
2516 Carmine St,759000,4.0,4.0,302.5826830174656,Nolensville,Tennessee
100 Telfair Ln,1149000,5.0,6.0,363.3407655146786,Nolensville,Tennessee
2161 Kirkwall Dr,649900,3.0,2.0,189.05611296915646,Nolensville,Tennessee
2127 Sister Ct,785000,4.0,3.0,278.5209959123003,Nolensville,Tennessee
1820 Burke Hollow Road,1050000,3.0,2.0,314.19546636937946,Nolensville,Tennessee
812 Edson Ln,999000,3.0,3.0,326.17985878855444,Nolensville,Tennessee
5024 Burke Trl,689900,4.0,3.0,243.96135265700485,Nolensville,Tennessee
105 McCord Ct,549990,4.0,3.0,197.97473058342624,Nolensville,Tennessee
2424 Trivaca Ln,679900,4.0,3.0,232.34856930509105,Nolensville,Tennessee
7164 Nolen Park Cir,688990,3.0,3.0,270.90301003344484,Nolensville,Tennessee
2705 Cortlandt Ln,695000,4.0,3.0,261.05536975102194,Nolensville,Tennessee
1026 Stoneleigh Ln 204,349900,2.0,2.0,107.3950204384987,Nolensville,Tennessee
4791 Jobe Trl,729900,4.0,3.0,243.21813452248236,Nolensville,Tennessee
508 Clemente Ave,1195000,5.0,4.0,383.59345968041623,Nolensville,Tennessee
748 Alameda Ave,999900,5.0,4.0,366.03493125232256,Nolensville,Tennessee
2108 Sister Ct,639000,4.0,3.0,223.7086584912672,Nolensville,Tennessee
117 Kearney Ct,774500,4.0,4.0,298.6807878112226,Nolensville,Tennessee
7355 Nolensville Rd,1500000,5.0,4.0,438.8703084355258,Nolensville,Tennessee
1117 Angela Ann Ct,1299900,5.0,5.0,388.331475287997,Nolensville,Tennessee
4061 Liberton Way,684900,4.0,4.0,227.79635823114086,Nolensville,Tennessee
1023 Crossfield Dr,1149900,4.0,5.0,432.924563359346,Nolensville,Tennessee
2208 Steel Ct,1250000,5.0,5.0,414.43701226309923,Nolensville,Tennessee
725 Chard Ln,519900,3.0,4.0,206.4288368636195,Nolensville,Tennessee
1041 Annecy Pkwy,1975000,5.0,6.0,495.3548866592345,Nolensville,Tennessee
1016 Annecy Pkwy,2090000,5.0,7.0,537.9970271274619,Nolensville,Tennessee
820 Novalis St,919990,5.0,4.0,292.64214046822747,Nolensville,Tennessee
816 Novalis St,949900,5.0,4.0,291.4344109996284,Nolensville,Tennessee
9820 Sam Donald Rd,1275000,1.0,1.0,,Nolensville,Tennessee
819 Novalis St,1199990,5.0,5.0,421.6833890746934,Nolensville,Tennessee
827 Novalis St,1224990,6.0,6.0,505.4812337421033,Nolensville,Tennessee
5048 Evangeline Place,919990,5.0,4.0,286.51059085841695,Nolensville,Tennessee
2518 Broome St,699900,5.0,4.0,257.0605722779636,Nolensville,Tennessee
5044 Evangeline Place,924990,5.0,4.0,291.99182460052026,Nolensville,Tennessee
5040 Evangeline Place,899990,4.0,3.0,260.49795615013005,Nolensville,Tennessee
2231 Broadway St,924990,5.0,4.0,291.06280193236717,Nolensville,Tennessee
3032 Palladian Lane,986000,4.0,4.0,261.6127833519138,Nolensville,Tennessee
